722,1574
613,1002
1001,1236
291,295
161,1021
841,1503
355,743
1290,1366
47,1493
135,959
5,1020
1133,1531
129,409
257,567
809,931
358,479
10,290
1287,1369
1088,1407
1134,1374
463,699
133,406
158,1482
888,1089
375,842
255,368
791,1385
612,925
851,1445
90,291
453,1008
805,920
95,406
643,760
563,1414
454,851
31,232
850,1327
247,369
519,562
980,1055
169,449
1423,1463
960,1235
849,1129
530,684
523,1453
310,424
469,826
57,1574
425,1314
529,886
219,1236
735,1247
1260,1459
57,100
358,1260
861,977
736,815
291,294
168,1535
577,660
721,1577
810,1286
113,782
494,891
916,1029
773,968
95,248
889,932
362,1495
128,1575
394,791
967,1089
807,969
683,921
750,1109
614,1325
112,193
254,524
1013,1568
15,1572
365,1294
125,248
336,849
965,1048
896,939
860,864
120,1054
256,331
23,218
999,1040
923,1158
42,982
1250,1287
177,294
1531,1535
135,288
730,1010
414,890
973,1015
760,1536
16,215
57,216
373,1001
70,186
698,896
335,489
219,961
264,1359
140,924
357,1020
43,973
978,1367
855,1126
562,644
286,322
280,904
96,329
493,1048
771,885
811,1366
854,1008
700,861
178,883
23,878
322,1022
841,1501
253,257
102,106
45,246
49,1290
967,1088
399,905
1012,1486
41,1444
1016,1209
135,139
1330,1405
769,1207
460,1275
487,725
1373,1492
102,218
217,959
134,287
1161,1322
1057,1094
110,469
996,998
139,374
1315,1398
297,1006
424,1199
289,727
176,289
136,1537
804,1578
31,1353
1288,1371
767,882
732,924
296,888
174,764
244,1097
1291,1571
396,1222
378,539
494,970
399,1376
1048,1404
15,209
1413,1496
414,489
574,1246
969,1367
12,567
604,1534
698,1398
612,1129
699,1524
425,1559
867,1108
1049,1484
297,574
1040,1274
767,850
185,1159
84,1531
232,862
901,1524
134,138
281,318
1014,1410
651,931
173,803
336,928
370,414
724,924
733,893
1385,1582
5,1057
88,445
880,921
120,904
10,1172
1480,1563
49,1527
1533,1575
133,843
171,1373
1291,1413
861,1563
790,865
89,1172
440,1497
198,1097
211,1454
40,898
1370,1571
982,1017
95,443
524,1532
96,844
285,1488
1017,1294
251,727
23,1110
169,410
415,969
113,348
198,315
83,87
854,1523
326,330
530,645
996,1109
723,960
120,1564
813,1482
373,810
206,1487
290,803
130,284
1040,1161
246,1371
48,1526
635,676
730,846
102,185
211,766
248,1331
904,980
556,639
255,809
697,934
1371,1525
689,930
970,1092
11,448
639,682
933,1290
999,1235
327,1489
218,1582
128,1527
415,528
1208,1485
660,1397
58,1459
356,469
965,1126
731,1286
928,1049
1292,1493
256,409
1130,1449
1013,1529
600,722
613,1168
563,1338
979,1136
97,101
998,1424
369,807
882,965
129,566
938,982
807,889
184,1274
88,1486
285,1496
257,769
281,1453
713,1385
15,171
355,356
691,1208
399,1338
410,453
1016,1404
168,282
1248,1409
360,443
1014,1489
814,897
1294,1534
660,857
100,916
361,444
112,225
556,638
732,845
413,729
101,722
1338,1576
368,605
284,1100
70,106
733,846
43,1055
207,251
1326,1449
1559,1562
723,1574
614,1002
737,816
1208,1484
1158,1236
475,676
146,348
923,1199
1012,1447
136,959
865,867
169,489
810,1169
939,1054
282,1022
849,1169
860,1444
396,635
217,920
523,1493
175,258
809,813
206,1566
493,842
790,1110
58,258
855,938
766,1000
1097,1374
934,1487
851,1053
862,1062
51,645
94,287
168,1566
689,1009
737,1485
723,922
692,925
174,334
485,721
327,1568
41,317
1250,1570
12,528
713,984
329,1376
406,567
766,968
461,1275
1023,1146
517,520
206,1134
848,885
254,564
177,689
11,1331
929,1367
651,883
693,1365
295,690
638,1578
1380,1419
322,326
330,806
729,1049
394,552
378,962
296,691
97,216
50,370
463,1353
81,357
1323,1406
1089,1486
336,1001
294,330
